timestamp,air_temperature_c,relative_humidity,air_pressure_pa,wind_speed_ms,wind_direction_deg,solar_radiation_wm2,snow_surface_temperature_c,snow_mass_flux_kg_m2_s,snow_number_flux_m2_s,turbulence_intensity,friction_velocity_ms,ri_bulk,stability_flag,snow_density_kg_m3,snow_grain_temp_c,visibility_m,precip_rate_mm_h,quality_flag,data_source,missing_reason,wind_snow_coupling,threshold_exceedance,net_radiation_est,sensible_heat_flux_est,latent_heat_flux_est,size_bin_1_50_100_um_number_flux_m2_s,size_bin_1_50_100_um_mass_flux_kg_m2_s,size_bin_2_100_200_um_number_flux_m2_s,size_bin_2_100_200_um_mass_flux_kg_m2_s,size_bin_3_200_400_um_number_flux_m2_s,size_bin_3_200_400_um_mass_flux_kg_m2_s,size_bin_4_400_800_um_number_flux_m2_s,size_bin_4_400_800_um_mass_flux_kg_m2_s,velocity_bin_1_0_2_ms_number_flux_m2_s,velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,velocity_bin_2_2_4_ms_number_flux_m2_s,velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,velocity_bin_3_4_6_ms_number_flux_m2_s,velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,velocity_bin_4_6_8_ms_number_flux_m2_s,velocity_bin_4_6_8_ms_mass_flux_kg_m2_s
2025-12-30T07:26:00+00:00,-14.115256548036227,71.91760604750928,69841.8787038282,8.609434159508863,46.12090776319651,0.0,-3.6030101256858575,0.0023815967658422947,20.785103028821123,0.2470282358195607,0.20489648113461637,0.38889596771447416,unstable,233.81723620904097,-6.597471973243863,371.10613056751424,0.6286377612161256,good,field_logger_a,,0.0002766263986364182,1,0.0,-9.05044934417581,30.958494708776385,0.001985598624495176,0.00040278185178564067,0.010748915710972586,0.000757539119899485,0.001482547500797276,0.0005976171295888276,0.004695132349154323,0.0014138099552572978,0.003745248202890049,0.0014029487645957253,0.02110273978858155,0.0006073441150702239,0.001485145206917947,0.00040413049357955044,0.004589333018121888,0.0028199737367657777
2025-12-30T07:27:00+00:00,-1.197920121863635,60.01735439066958,70116.08066153336,7.77210508469025,139.4922164508628,265.6065790187039,-3.642856110259051,0.0029083874945637295,8.847850313176417,0.23252963939123505,0.47432541712034426,0.11179777438734113,unstable,202.02737208466675,-7.132641803930047,594.6932338757811,0.04740229320346767,good,sim,,0.0003742084625557582,1,193.2278508709737,1.9002299427150193,23.32305926146899,0.0017817295992757726,0.005483177959363462,0.0008770054608856967,0.0029144738453606837,0.00032900298774808504,0.0006101156454973445,0.003013369708621017,0.0018426819218281174,0.005047948175156163,0.002015974122735528,0.0017489755328806028,0.0005743039382352399,0.005845845045348343,0.000753106184464032,0.0006921649087203712,0.00029360148186765867
2025-12-30T07:28:00+00:00,-3.8902221624630005,79.38385590951005,69845.32673013987,6.161095427996777,293.04733847977246,1.4222176800046213,-9.815269232825358,0.011077499988306524,40.348063622352285,0.2345242677033884,0.3572747353663466,-0.19086894699916454,unstable,214.60917442356745,-9.408207020608172,501.8741178091531,0.6978384701684057,good,field_logger_b,,0.0017979757200268314,0,0.9278668896868928,3.6504780415875215,24.454575585041866,0.0014915223421758373,0.0008286921249192173,0.00032724503644860275,0.00016060944187829077,0.0005068783445087924,0.00027556247291891483,0.004004762792997295,0.0003076416684418717,0.001698240516749638,0.0033433843645656403,0.0017358397601567601,0.00190650333091339,0.0009744691663399153,0.0007425372220271451,0.0009586140113145724,0.0006496784070447755
2025-12-30T07:29:00+00:00,-15.122404980719182,71.08194261570804,69735.2536454681,9.68061627491479,155.55349431903733,206.55564365703287,0.008894456604577883,0.001197738093236846,4.49584122584731,0.2118867801166139,0.3405850044303206,-0.11967781373651214,neutral,205.37826904868948,-7.340009948084704,703.8781362860655,0.9498770530873352,good,sim,,0.0001237253971465147,1,151.83034296760806,-14.64803035935654,34.40585052690913,0.0011503352707662622,0.00029995109007383464,0.0015526816226469232,0.00017477285875696925,0.005311830034577067,0.000698435840656783,0.0004243433878915146,0.0002695666475494193,0.0033914892321006943,0.0021082998130627557,0.018255860845159896,0.016804013303435155,0.003751533584533037,0.0003389906201868821,0.0002939660478695246,0.0011918023502262337
2025-12-30T07:30:00+00:00,-3.9006600278825876,67.62047744441968,69482.1731235871,6.374117809379348,39.08726680875968,54.107627278000734,-8.268912754091602,0.004447748525436371,22.017258728756435,0.19296045567918074,0.5065980230787643,0.8839649567899415,unstable,229.48218533069172,-9.497886795617456,322.2584350374463,0.12145550471879624,good,field_logger_b,,0.0006977826043459105,0,45.012995295207,2.7843757497998767,21.5510444778605,0.0067797642059614725,0.0003085851888919166,0.007580983150162622,0.001447295204593234,0.002054001417848061,0.0008683505795444775,0.0011297654496149555,0.0015574376219430676,0.0015726652612128127,0.00026771013094234626,0.0006906084244658434,0.0010836589120305775,0.012023301220799084,0.0010700944253336606,0.0022014515821913066,0.0012135881911620884
2025-12-30T07:31:00+00:00,5.750291943971945,72.74851655832859,69387.76548413975,10.61200348341365,86.74940700204651,695.2783796693749,0.6183286039164848,0.008390816049966925,58.35771756963188,0.2553144355029945,0.4428756438461614,-0.08975960664130032,unstable,243.84332876726606,-11.321137046130463,365.79094715662603,0.8070602179904152,good,sim,,0.00079069103803835,1,387.6587187996088,5.446041284141969,38.60037555650793,0.0037167318140965125,0.004936879801715821,0.0027633871823409353,0.001974829036708564,0.00021172833975942212,0.0008600998400994245,0.0009011162148743503,0.00021122731702781646,0.001030045434108235,0.0006528759339429253,0.006194475344480225,0.0002420435915300678,0.002555854912934564,0.0005619096796607711,0.0017861852216720202,0.002485597577013546
2025-12-30T07:32:00+00:00,-3.3025224611014488,72.64860037680566,69457.80596388332,9.076230874007852,50.52225494300855,268.4684990416715,4.5873701876696025,0.02566564652008277,91.83209497557905,0.16520286941646486,0.3776141183119501,0.9384223056408351,stable,191.37849915352473,-12.39032600551101,411.39394790547703,0.5974658877190906,good,field_logger_b,,0.002827786872806753,1,219.80236460620023,-7.16104872513834,32.968773484671104,0.00018843699788188752,0.0007501787063722854,0.0006927112624959829,0.000483080470383829,0.0008654742513658644,0.0008143542703336327,0.0003007371081708855,0.0001568133529632841,0.020842671319963996,0.0002516622665926462,0.0008277614255802104,0.005724005412669885,0.04527805365058734,0.0002825749793895841,0.0017151599167585182,0.0012831408096493622
2025-12-30T07:33:00+00:00,-7.633092498610695,67.99265553225938,69312.55209581502,11.457395288811185,7.613285881118412,120.08375299731347,-6.83915055186872,0.0025115452484604254,5.7636130752248365,0.2388668788030872,0.4434766074466619,-0.277663609409508,neutral,230.38147453459487,-7.533712016994602,552.7634612598805,0.4585497038595045,suspect,field_logger_a,,0.00021920734906589947,1,62.13013594197153,-0.9096506720191093,38.95093655845352,0.0022056259824706262,0.011240881309371545,0.01637541560983363,0.0014488514542674877,0.0009921178556537456,0.0002399946884369008,0.010351452237690318,0.0012498885022786095,0.004006422435462756,0.00015932156336331244,0.006266348198826918,0.0014364511853406446,0.0008165432439153325,0.0005690599281804229,0.003226740463694879,0.0009610028324077401
2025-12-30T07:34:00+00:00,-22.96660908651908,66.44724603235474,70088.25621068622,7.41565762839289,95.92679430030458,88.42562560361304,-16.783608912392914,0.006075516528721862,35.38752844499589,0.20762812560512345,0.5471491972993158,0.16399774185705482,neutral,153.98415785251586,-5.408515958905435,450.7212165315659,0.4054105955120056,good,sim,,0.0008192822313506049,0,77.774155113307,-4.585101240761328,24.637501346276533,0.004987533851032501,0.007290187059815954,0.010182286019199504,0.001544436769960301,0.02009511418980672,0.0015442634564588997,0.00669486685113372,0.000638821717896646,0.002649314943897294,0.0004539952496515353,0.006668128351489827,0.00028067767161898364,0.005420053148500066,0.0007535983248974917,0.00799648741752249,0.0019321324082124157
2025-12-30T07:35:00+00:00,-8.627958896563923,92.66842649915083,70318.76690544885,11.641292315293603,286.24134203391094,0.0,-7.836089535618696,0.013992618913491418,131.85886229858667,0.19665234135508997,0.2827992807405184,-0.6082800746905639,stable,209.3602841465373,-4.534063891679912,591.314220833666,0.46773537794324066,good,sim,,0.001201981578549384,1,0.0,-0.9218382706288125,53.93901206374573,0.0012194880856395082,0.001853068412227181,0.00037151798640793025,0.0053596256790522405,0.003856589386341178,0.0025184813021981696,0.0012493493367060954,0.002421220391205145,0.0072154664124825674,0.0011510024969585823,0.003133517488106786,0.001194943039149655,0.0010454109003862518,0.0007868061301471351,0.002128106775185912,0.0013379641175015563
