timestamp,air_temperature_c,relative_humidity,air_pressure_pa,wind_speed_ms,wind_direction_deg,solar_radiation_wm2,snow_surface_temperature_c,snow_mass_flux_kg_m2_s,snow_number_flux_m2_s,turbulence_intensity,friction_velocity_ms,ri_bulk,snow_density_kg_m3,snow_grain_temp_c,visibility_m,precip_rate_mm_h,wind_snow_coupling,threshold_exceedance,net_radiation_est,sensible_heat_flux_est,latent_heat_flux_est,size_bin_1_50_100_um_number_flux_m2_s,size_bin_1_50_100_um_mass_flux_kg_m2_s,size_bin_2_100_200_um_number_flux_m2_s,size_bin_2_100_200_um_mass_flux_kg_m2_s,size_bin_3_200_400_um_number_flux_m2_s,size_bin_3_200_400_um_mass_flux_kg_m2_s,size_bin_4_400_800_um_number_flux_m2_s,size_bin_4_400_800_um_mass_flux_kg_m2_s,velocity_bin_1_0_2_ms_number_flux_m2_s,velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,velocity_bin_2_2_4_ms_number_flux_m2_s,velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,velocity_bin_3_4_6_ms_number_flux_m2_s,velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,velocity_bin_4_6_8_ms_number_flux_m2_s,velocity_bin_4_6_8_ms_mass_flux_kg_m2_s,wind_dir_sin,wind_dir_cos,stability_neutral,stability_unstable
2026-02-03 12:32:23+00:00,-9.729966035065733,59.64547354910698,69216.84620093646,8.49830843342451,163.6063504177634,35.17591899451314,-11.717840079224668,4.699474469994353e-06,1359.7013592212695,0.5269712916297756,0.706218183713179,-0.3916687502473713,316.44483316360794,-11.451685486447992,848.2020147972784,0.1847778712475135,5.529893986326683e-07,1,4.623143296159196,1.6893566754061555,10.137712617559488,354.5273155590475,7.027228304228787e-07,493.2880967259315,2.285650101393036e-06,264.37085704574554,1.280930936815683e-06,247.51508989054497,4.3017060136275573e-07,404.340214424198,1.0589701412346054e-06,27.238043437210575,3.577801510768983e-07,422.98341297448775,1.6069262170904823e-06,505.1396883853732,1.6757979605923671e-06,0.2822351288740921,-0.9593452621603051,False,True
2026-02-03 12:32:24+00:00,-9.724863267030331,59.41020253846854,69218.97492768396,8.50059652176729,167.0757832020432,34.85715111792759,-11.706742459517724,3.996914988160319e-05,10677.124373216006,0.5590462652704994,0.6659365421125994,-0.5105414125169428,316.66308013548803,-11.625365926965223,183.2668754923644,0.1650320514636733,4.70192295084881e-06,1,4.400005782549314,1.6847155370221294,10.100443221119916,4109.643959112704,1.0692134263891871e-05,5526.908437203227,8.0216705579229e-07,904.9864412018998,1.726195394522868e-05,135.5855356981769,1.1212894616690356e-05,3228.657500850542,5.748504858089848e-06,5633.93580836704,1.587152997300972e-05,1238.198040176716,5.103612221560295e-06,576.333023821709,1.3245502828943331e-05,0.22366209141037505,-0.9746667475942415,False,True
2026-02-03 12:32:25+00:00,-9.754530157579104,59.48584518537627,69220.61180575813,8.483152442813518,167.22571262677545,0.0,-11.69879862303049,1.660057627240554e-07,51.20298265428068,0.6074268775893152,0.6756976308897987,-0.4716715880162045,323.66079112350474,-12.15153815071052,1886.213520605227,0.2096888096416237,1.9568876528287168e-08,1,-20.0,1.6493525782179208,10.09254985794303,39.45810999982616,5.0406020550461594e-08,2.581027012144478,7.404561777289046e-08,3.4566082915602303,2.6364715952227905e-08,5.707237350749812,1.5189408448475453e-08,19.37984834304808,3.800891268120509e-08,14.7228975241008,1.6257967319532213e-08,2.1488877483146407,2.689040701554648e-08,14.951349038817153,8.484847570777162e-08,0.22111085755244625,-0.9752486804258809,False,True
2026-02-03 12:32:26+00:00,-9.749512189972092,59.294431856632976,69225.45755912052,8.513639544480043,171.50816533656956,7.171025398252646,-11.67660956917878,2.927797219774743e-07,75.68292510951514,0.5436944005865147,0.6532938853162378,-0.4699885173085537,323.4079293641028,-11.25754628523159,1938.3524885104584,0.0247906195948359,3.4389489999879405e-08,1,-14.980282221223147,1.6406612453677922,10.096228396442154,30.536566257802622,1.39628860774562e-07,19.14035368767817,4.006252647767276e-08,24.84204413055041,6.740282782595004e-08,1.1639610334839412,4.568550689928949e-08,3.1916923824304275,5.750786685539312e-08,52.87598210412433,9.091257255436244e-08,6.918505051424615,2.104538863531284e-08,12.696745571535756,1.2331389393240585e-07,0.14766846299279984,-0.9890369179344844,False,True
2026-02-03 12:32:27+00:00,-9.762113940354128,59.16304511192519,69232.47532404924,8.477974325718868,162.80545256214052,39.3095804409223,-11.6959608287989,2.508833794631683e-07,56.5526760052589,0.6158231764727607,0.6511501307148987,-0.201846310215945,315.00965171096954,-12.308763710682523,1796.1097003686732,0.3466609575522262,2.9592373109940424e-08,1,7.51670630864561,1.6395104270106091,10.03165554980498,21.866366342972007,5.61447394049261e-08,27.382571967691877,7.010673804068366e-08,6.423674999350196,6.01577656556384e-08,0.8800626952448252,6.447413636192017e-08,4.226093843511012,6.140919279512458e-08,31.610898392713413,3.7018447779578375e-08,17.246820640079736,1.067631407266712e-07,3.4688631289547494,4.569259816179419e-08,0.29561713948505036,-0.9553064989010994,False,True
2026-02-03 12:32:28+00:00,-9.746725551292707,59.39565333476133,69233.64344988619,8.47758644013193,160.84413777984636,0.0,-11.70241361701779,1.7379379924976345e-07,50.74971639449968,0.5784085673516838,0.6975250790088602,-0.7948881255579965,328.7107542261988,-12.365609975887573,1902.422650042913,0.2174386036558513,2.0500386575481363e-08,1,-20.0,1.6579514627118803,10.07063570627099,13.33821346722994,1.5620382211868377e-08,11.999525044585017,6.450873195587266e-08,10.868493367588904,4.01443782397386e-08,14.54348451509582,5.3520306842283796e-08,3.684500962705504,1.8255286424780486e-09,10.92182191606748,7.977828770490685e-08,31.134026706905143,6.89360340170786e-08,5.009366808821549,2.325394888529992e-08,0.328139049286625,-0.9446294322819239,False,True
2026-02-03 12:32:29+00:00,-9.761566862174975,59.04772984105004,69231.57252867913,8.521691481403082,152.09513172692306,0.0,-11.697270195339412,1.8339866216558798e-07,42.93026016407087,0.5679512780429088,0.6498628861564597,-0.4972677040107958,307.55960381532134,-12.245662984566732,1987.5450573183805,0.068000484561457,2.1521391916830067e-08,1,-20.0,1.6495466604750932,10.063730727653336,1.0358032705422515,4.7600426994987626e-08,28.20165799066052,9.319291035525264e-09,2.760398687983507,6.213317076144535e-08,10.932400214884598,6.434577337362971e-08,0.179002565340624,4.011874362034548e-08,25.93029623908241,1.0168908348584944e-07,5.702642304373075,1.803733600108757e-08,11.118319055274766,2.355349905830545e-08,0.46800490383394827,-0.8837258681216573,False,True
2026-02-03 12:32:30+00:00,-9.779611323028318,59.11352769653681,69236.77677342591,8.517904356972172,177.2131514340902,0.0033757236565672,-11.692116322406507,3.801017821918436e-05,11489.393256561536,0.5377423573638702,0.6480600043982713,-0.1563280080332724,309.25378029529867,-11.927878726131482,174.43647527983293,0.3061524764905729,4.462386125299919e-06,1,-19.9976369934404,1.6290534666934542,10.070467502446522,4024.2065488874327,1.5901091353709166e-05,3121.432060468755,2.7912223147928164e-06,1454.677659959016,1.68985840164853e-05,2889.0769872463325,2.4192805341970696e-06,492.4053345622327,1.7366394399719954e-05,1268.6098053470475,4.46003593329651e-06,4494.016337818654,8.047167615285556e-06,5234.361778833602,8.136580270882334e-06,0.048620506718778704,-0.9988173238017096,True,False
2026-02-03 12:32:31+00:00,-9.748134357422144,59.40108717821947,69238.27606878142,8.581337434809006,191.3420941018225,0.0,-11.68261143809912,5.556292200448156e-07,155.9241410498038,0.6010165296773653,0.7113466400886324,-0.4556496233901156,319.72023812112855,-11.096987891365462,1751.7966918278182,0.2479267298913087,6.474855746739229e-08,1,-20.0,1.6600400589193387,10.19481546141616,42.924730244470034,1.258361142824132e-07,35.80046825285209,1.4684795063720282e-08,24.487164605292325,3.682268176590394e-07,52.71177794718935,4.688149303964279e-08,43.72206864034809,4.619644566223544e-08,15.571818971498198,1.710863831055937e-07,30.97907017178421,3.810886030081403e-09,65.65118326617332,3.3453550524690505e-07,-0.1966665299329643,-0.9804704360683837,False,True
2026-02-03 12:32:32+00:00,-9.708917364481794,59.644832257539655,69233.17571920283,8.5593859059676,198.4329699753428,16.555611414907723,-11.716302783161138,1.3626269442169824e-05,3221.864029931045,0.5963871259334129,0.7101483920527102,-0.4978317919798652,312.55426547195816,-11.790067123281316,385.4648410677429,0.5168176838090902,1.5919681145197103e-06,1,-8.411072009564595,1.7181986460488856,10.210462731779732,518.9305795074397,6.594250687050243e-06,1678.5625093784558,5.095719745698678e-06,836.7119683862728,1.2497399950733389e-06,187.6589726588764,6.865590143475656e-07,203.3254015478616,3.185674231240901e-06,685.722861772637,5.269900220677892e-06,2211.46451955426,3.611783785389949e-06,121.351247056287,1.558911204861083e-06,-0.31619500076834056,,False,True
