timestamp,air_temperature_c,relative_humidity,air_pressure_pa,wind_speed_ms,wind_direction_deg,solar_radiation_wm2,snow_surface_temperature_c,snow_mass_flux_kg_m2_s,snow_number_flux_m2_s,turbulence_intensity,friction_velocity_ms,ri_bulk,snow_density_kg_m3,snow_grain_temp_c,visibility_m,precip_rate_mm_h,wind_snow_coupling,threshold_exceedance,net_radiation_est,sensible_heat_flux_est,latent_heat_flux_est,size_bin_1_50_100_um_number_flux_m2_s,size_bin_1_50_100_um_mass_flux_kg_m2_s,size_bin_2_100_200_um_number_flux_m2_s,size_bin_2_100_200_um_mass_flux_kg_m2_s,size_bin_3_200_400_um_number_flux_m2_s,size_bin_3_200_400_um_mass_flux_kg_m2_s,size_bin_4_400_800_um_number_flux_m2_s,size_bin_4_400_800_um_mass_flux_kg_m2_s,velocity_bin_1_0_2_ms_number_flux_m2_s,velocity_bin_1_0_2_ms_mass_flux_kg_m2_s,velocity_bin_2_2_4_ms_number_flux_m2_s,velocity_bin_2_2_4_ms_mass_flux_kg_m2_s,velocity_bin_3_4_6_ms_number_flux_m2_s,velocity_bin_3_4_6_ms_mass_flux_kg_m2_s,velocity_bin_4_6_8_ms_number_flux_m2_s,velocity_bin_4_6_8_ms_mass_flux_kg_m2_s,wind_dir_sin,wind_dir_cos,stability_neutral,stability_unstable
2026-02-03 12:32:23+00:00,-9.75331893666231,59.22372048373271,69228.93155138167,8.517229384902835,175.71011978777568,16.416299821928362,-11.741073068732366,1.7255051471318652e-05,5259.243330200969,0.5752628874331942,0.67541647825678,-0.43189536168488585,318.5524693883766,-11.791187923355462,1232.8924163522483,0.2611294440303126,2.31987119590918e-06,1.0,-11.710293468695351,1.6899221021970556,10.091708153301353,1131.641770554181,4.344861589607591e-06,1882.8769548852474,4.849273693109938e-06,1203.7263240182606,4.824445393739399e-06,812.016973138029,2.619849037167435e-06,842.074439245958,5.243625832048197e-06,1145.3129331405023,4.430050015768704e-06,1153.3165008245269,3.4862909337211935e-06,729.1243266060519,3.1970336375762903e-06,0.06840327239416888,-0.8645858472317677,0.19786715662753646,0.8374244975545806
2026-02-03 12:32:24+00:00,-9.753321271952471,59.22367830842617,69228.93275991672,8.517231276997983,175.71133016471268,16.414423860011105,-11.741075392031316,1.7256307029018785e-05,5259.633284398067,0.5753204137219375,0.6754133980862344,-0.4318993843460296,318.5526801519991,-11.791221873599152,1232.9308853924038,0.2611370791875909,2.320103183028771e-06,1.0,-11.711926812371836,1.6899221587397346,10.091703552854927,1131.7549347312365,4.345296075766552e-06,1883.0159137710634,4.84953005546911e-06,1203.820259564958,4.824799745185091e-06,812.0734233263539,2.6201110220711517e-06,842.1182126684403,5.244044297617278e-06,1145.4247406294726,4.430457242755174e-06,1153.3895341333118,3.4864788701928565e-06,729.1467250698739,3.197185761143989e-06,0.0683818892085209,-0.8646723058164909,0.1978869433431992,0.8374082400043361
2026-02-03 12:32:25+00:00,-9.753608187291851,59.221770890819215,69229.03354677408,8.517399516645437,175.79889601127638,16.228120625514684,-11.741421044655404,1.7030434158193078e-05,5205.848327706986,0.5755406814951952,0.6755050864754251,-0.4311169867254642,318.5717869157867,-11.792914383309181,1243.4659945315595,0.26210576462210833,2.296516972470162e-06,1.0,-11.713560156048318,1.6899742814995897,10.091698952408501,1102.0892086644776,4.282262180044261e-06,1846.715947422558,4.890260047825049e-06,1206.9025332952858,4.70078255463035e-06,818.8947523909603,2.534445171028679e-06,818.296593209102,5.239418157581634e-06,1100.6514374410683,4.3164537424390996e-06,1152.6144823816628,3.4866668066645195e-06,730.6972605461776,3.096854714033696e-06,0.0668077040008544,-0.8636588199834366,0.19988559949229392,0.8373919824540916
2026-02-03 12:32:26+00:00,-9.75388588292836,59.217222730266684,69229.21855104162,8.51791022703121,175.97219369168508,16.204098597273408,-11.741766697279491,1.697320557132206e-05,5203.609824466432,0.5754420873075117,0.6755967748646158,-0.4299290430919914,318.59089367957426,-11.79460689301921,1247.5736284099787,0.2635986196064306,2.295700242870971e-06,1.0,-11.632329101285288,1.6900264042594448,10.091694351962076,1083.0497935843648,4.261546845916907e-06,1828.8573302781565,4.979152184481511e-06,1222.0192662756508,4.623509542462388e-06,833.8479566059691,2.4739718776120058e-06,794.4749737497632,5.286806109994994e-06,1066.7374196518326,4.2454521998742195e-06,1163.3440865763473,3.521452507132672e-06,739.4052551375551,3.0266437293066603e-06,0.06523351879318785,-0.8615294355459578,0.20188425564138865,0.8357496447283881
2026-02-03 12:32:27+00:00,-9.754207315494432,59.21190247845049,69229.44116522836,8.518463644242496,176.14549137209377,16.18007656903213,-11.742763921184585,1.7082781242944485e-05,5201.371321225877,0.5756609699870382,0.6759114921492902,-0.4287410994585186,318.61000044336186,-11.801670008807116,1244.773473687393,0.2650914745907529,2.3174966208004913e-06,1.0,-11.551098046522258,1.6905721786082164,10.09168975151565,1074.5355107775179,4.282050691640976e-06,1829.09588289966,5.117435217718011e-06,1237.1359992560158,4.59179759744079e-06,848.8011608209778,2.43778144790246e-06,770.6533542904243,5.38648704483975e-06,1032.823401862597,4.1744506573093395e-06,1185.637946586281,3.5912422787857983e-06,755.3803348245925,2.9854660429333675e-06,0.0628349841435252,-0.8581249762845938,0.20388291179048337,0.8324648034499683
2026-02-03 12:32:28+00:00,-9.754528748060503,59.206582226634296,69229.6334378269,8.519421954639018,176.452189440602,15.924759502071952,-11.743761145089678,1.7192356914566912e-05,5199.132817985323,0.5754782306017074,0.6764738230483086,-0.4298221037174716,318.66511069447336,-11.803662187576268,1236.4599566979946,0.2665843295750752,2.362172041206917e-06,1.0,-11.660545035310905,1.691628570472964,10.092285493086331,1076.5479194150164,4.344813596887406e-06,1847.351568630483,5.306191535751284e-06,1264.5598554789476,4.6054020507370445e-06,872.2335760172436,2.4253240913083197e-06,754.4960074355546,5.5394187582049535e-06,998.9093840733613,4.144823436839757e-06,1219.6157178556768,3.6958768418195156e-06,778.8745292285864,2.9442883565600747e-06,0.0581086279404473,-0.8537487017970647,0.20792039705748297,0.8275046102060483
2026-02-03 12:32:29+00:00,-9.754928212594253,59.19937126373683,69229.82571042543,8.52079862018061,176.9149680257178,15.669442435111776,-11.745171844275491,1.747211821734251e-05,5248.3781457606765,0.575266187848877,0.6768256413877215,-0.4272524477580193,318.6197645102676,-11.80565436634542,1221.486812775147,0.26856864181858975,2.406847461613343e-06,1.0,-11.686597474452661,1.6930217334153226,10.093097732525166,1078.560328052515,4.450868434280591e-06,1865.6072543613059,5.494947853784557e-06,1304.5206253229928,4.664659080758272e-06,904.242892128531,2.4128667347141793e-06,745.8467756454135,5.74772640386578e-06,964.9953662841258,4.155846667861523e-06,1265.4783060365603,3.836780812931257e-06,810.1073752567779,2.93232101426353e-06,0.050681967523907634,-0.8493724273095357,0.21195788232448254,0.8208194630641887
2026-02-03 12:32:30+00:00,-9.755261290632195,59.19367671506623,69230.00051484142,8.522166357109977,177.62594497382153,15.570819792502716,-11.747061559950664,1.7924766715669876e-05,5349.677952391996,0.5751272941941061,0.677447087279447,-0.42398263923603924,318.57441832606185,-11.803246458932358,1198.853086406867,0.2705529540621043,2.4753761427167336e-06,1.0,-11.629515888338943,1.6948496470870835,10.094203642012719,1091.347981937833,4.5569232716737755e-06,1902.2369960558353,5.68370417181783e-06,1357.498997433388,4.769941369879467e-06,936.2522082398184,2.4238945877334443e-06,744.654221586073,6.013110126129061e-06,940.4719991953408,4.207411474727046e-06,1311.3408942174437,4.0158722188123e-06,849.3301118469846,2.9494413471190368e-06,0.039082077744267585,-0.8446526184138854,0.21599536759148213,0.812342510552971
2026-02-03 12:32:31+00:00,-9.755350868346175,59.187982166395635,69230.17531925741,8.523576714040724,178.3410498573226,15.627871590582117,-11.749500728001278,1.8176561098962096e-05,5389.5806059816205,0.5753622499076376,0.6783624039999843,-0.42338937702608687,318.62227852216375,-11.799592228847306,1186.4635261498574,0.2721812710813341,2.5240347239942928e-06,1.0,-11.488753091174212,1.6973355225627806,10.095546912895934,1074.8070501536554,4.549536428246607e-06,1926.6747871062357,5.901385308421353e-06,1410.4773695437834,4.753937232534604e-06,948.7332765610407,2.434968581288073e-06,745.984156396971,6.164961005656434e-06,915.9486321065558,4.256450037006874e-06,1357.203482398327,4.194963624693344e-06,844.7025317673249,2.914690290736911e-06,0.027482187964627508,-0.8383911624643569,0.21219280653439654,0.8119889831472831
2026-02-03 12:32:32+00:00,-9.755440446060156,59.18228761772504,69230.3501236734,8.524409463763787,178.92614429837863,15.684923388661518,-11.752608788950916,1.860456480104349e-05,5481.8198242205635,0.5755972056211691,0.678947878359635,-0.4224735123524942,318.659159122276,-11.802964042137072,1168.4206342360683,0.2740521335124642,2.572693305271852e-06,1.0,-11.262877824921222,1.6998213980384778,10.095897498293946,1058.2661183694777,4.58638658795908e-06,1970.0213213451698,6.1779334501584525e-06,1477.315643703564,4.781790199338497e-06,970.1745598684015,2.4699234457251865e-06,754.3367120854352,6.377999530783748e-06,900.4290331491213,4.346342235825715e-06,1416.3283147014758,4.41596655796102e-06,847.8654651726769,2.9057407822096854e-06,0.018123785363963363,-0.8321297065148283,0.2105121735426549,0.8116354557415951
